espessura,peso,densidade,umidade,linha,fornecedor,lote,qualidade
1.15,508.1,1.17,5.688397618547729,A,importado,reciclado,aprovado
0.91,,0.91,7.30836085137992,A,importado,novo,reprovado
1.35,511.8,1.04,2.6030310322243433,B,importado,reciclado,reprovado
0.99,499.6,1.04,11.825049952784546,B,local,novo,reprovado
0.87,490.8,0.94,12.910015505559599,B,importado,reciclado,reprovado
0.96,480.5,1.02,3.7224732523587263,B,local,novo,reprovado
1.05,500.4,1.12,1.8495109067687259,A,local,,aprovado
0.82,499.0,1.01,10.834679718951678,A,importado,reciclado,reprovado
0.9,493.8,0.99,13.863676840844015,B,importado,reciclado,reprovado
1.03,503.1,1.13,0.5272250875944101,A,local,reciclado,aprovado
1.02,509.2,1.2,0.2165396855148105,A,importado,novo,aprovado
1.36,508.0,1.13,2.7513819207650485,C,local,novo,reprovado
1.39,490.5,1.15,10.271887279619051,C,importado,novo,reprovado
0.94,,1.18,14.471715117463376,,importado,novo,reprovado
0.89,486.0,1.14,11.255714327389894,B,importado,novo,reprovado
1.24,484.9,1.19,8.595489005478923,B,importado,reciclado,reprovado
1.36,511.4,1.12,10.508240893133216,B,importado,novo,reprovado
1.47,507.7,1.1,3.460474669382838,B,,novo,reprovado
0.8,510.7,1.11,10.328279220976809,A,importado,reciclado,reprovado
1.09,486.1,1.17,4.821674302179638,,local,novo,reprovado
1.31,516.6,1.1,3.336331992490175,,importado,novo,reprovado
1.38,,1.13,3.5483399776845252,C,importado,novo,reprovado
0.84,514.8,0.96,10.016816277842196,,local,reciclado,reprovado
1.28,494.1,1.17,11.508385833004377,A,local,novo,reprovado
1.0,484.2,1.03,8.727031658378205,A,importado,,reprovado
0.85,491.5,0.95,0.9578289208883822,C,local,reciclado,reprovado
1.14,487.3,1.14,0.57014000558193,C,local,reciclado,reprovado
0.91,499.6,1.01,3.2575027511725607,C,local,reciclado,reprovado
1.32,518.0,0.96,4.297030536359777,C,local,novo,reprovado
1.32,493.1,0.98,6.0722983926177685,C,importado,novo,reprovado
1.39,,0.91,1.1404211605410497,A,importado,novo,reprovado
1.06,515.7,0.93,10.87738148913488,A,importado,novo,reprovado
0.81,505.2,1.08,10.672472380702375,C,importado,reciclado,reprovado
0.98,494.5,1.16,5.200163904864597,A,local,novo,reprovado
1.13,519.6,1.03,8.445037865526157,C,local,novo,reprovado
1.29,,1.09,1.513739165533396,C,local,reciclado,reprovado
1.07,500.9,1.14,6.228279642001587,C,local,reciclado,aprovado
1.18,511.9,1.01,,A,importado,novo,reprovado
1.17,480.0,1.1,,B,importado,novo,reprovado
0.92,508.1,1.01,1.559156635108212,B,importado,reciclado,reprovado
1.24,490.7,1.09,12.713670468260322,B,local,reciclado,reprovado
1.11,486.8,0.97,10.21044344128574,B,importado,reciclado,reprovado
1.37,491.0,1.19,6.795844411288854,B,local,reciclado,reprovado
1.28,518.7,0.92,10.381365585197207,A,importado,reciclado,reprovado
0.88,,1.05,2.5923038314547897,C,local,novo,reprovado
,488.6,0.99,8.257297054088228,B,local,,reprovado
1.29,484.7,1.08,9.268905053482914,B,local,novo,reprovado
0.86,494.6,1.03,13.91617234414671,B,importado,novo,reprovado
1.35,503.7,0.99,1.0033756620246188,C,,novo,reprovado
0.96,514.7,0.98,5.6217407139127324,,local,reciclado,reprovado
1.15,518.6,0.95,14.052220648964003,A,local,novo,reprovado
,510.0,1.13,3.2583158269288988,C,local,novo,reprovado
1.2,504.0,,12.198004924839953,C,local,reciclado,reprovado
1.1,485.7,1.13,0.024083024392436703,C,local,novo,reprovado
0.8,483.0,1.05,0.38826104771228387,C,local,novo,reprovado
0.89,503.8,0.92,4.914343278796759,B,importado,novo,reprovado
1.21,501.6,0.95,11.52755566245409,B,importado,novo,reprovado
1.15,513.8,1.17,1.5621520385266363,A,local,reciclado,reprovado
1.05,492.9,1.08,5.742804654421769,B,importado,reciclado,aprovado
1.45,481.6,0.96,,C,importado,novo,reprovado
1.03,496.9,1.11,3.353903541621123,A,importado,reciclado,aprovado
1.18,518.8,1.15,7.544912881928966,B,importado,novo,
1.2,511.8,1.0,4.787081129388176,C,importado,novo,reprovado
1.17,481.4,1.07,3.1786896897012396,A,importado,reciclado,reprovado
1.13,515.0,0.99,,A,importado,reciclado,reprovado
1.04,498.9,0.92,10.515824464104465,B,local,novo,reprovado
1.44,494.6,1.02,1.7912715990148258,C,importado,,reprovado
1.12,493.9,1.13,7.193916680411367,B,local,,aprovado
1.17,503.8,1.04,4.120795629209094,A,importado,novo,aprovado
1.26,501.2,1.02,5.679313103099348,C,importado,novo,
0.85,506.3,1.01,12.323327683622894,A,local,reciclado,reprovado
1.35,502.9,1.04,13.945949695566428,A,local,novo,reprovado
1.16,485.8,1.0,3.644668576814396,C,importado,reciclado,reprovado
1.26,490.3,1.08,,B,importado,reciclado,reprovado
,513.6,0.92,10.150159198007588,A,local,novo,reprovado
1.41,506.5,1.14,12.63728998473649,C,importado,reciclado,reprovado
1.07,497.9,0.95,13.485637027517951,B,importado,reciclado,reprovado
1.37,487.3,1.09,7.01987696301039,B,importado,novo,reprovado
0.98,480.3,1.03,14.738634678727502,A,local,reciclado,reprovado
1.26,492.5,1.13,14.562434603955944,C,importado,reciclado,reprovado
0.87,482.2,1.15,7.5970195625770325,B,importado,novo,reprovado
0.81,499.3,0.96,8.130481809703264,C,local,novo,reprovado
0.87,,,10.016247593263483,B,importado,reciclado,reprovado
1.02,491.4,0.96,5.607242163296904,C,importado,novo,aprovado
0.82,513.9,0.94,9.930658708654665,C,importado,reciclado,reprovado
1.24,508.2,1.18,7.714280904820629,C,importado,reciclado,aprovado
1.02,485.0,0.95,0.531551486658588,A,importado,reciclado,reprovado
1.32,505.8,0.97,,B,local,novo,reprovado
0.83,486.1,0.94,14.106687017355128,,local,novo,reprovado
0.95,506.2,1.04,0.3934361782049378,A,local,,reprovado
1.09,485.7,1.18,11.838927282109276,B,local,novo,reprovado
,495.7,0.98,5.787198914115409,B,importado,reciclado,aprovado
0.89,502.7,1.06,8.784477000433863,,importado,novo,reprovado
1.5,482.0,1.02,7.499924204410736,A,importado,novo,reprovado
1.0,486.1,1.0,8.269659762495706,A,importado,novo,reprovado
1.3,492.8,1.07,7.427794571371267,C,importado,reciclado,aprovado
0.95,498.5,1.07,12.800630572318136,A,local,reciclado,reprovado
1.41,514.3,,,C,importado,reciclado,reprovado
,487.5,1.16,,,importado,novo,reprovado
1.43,493.9,0.92,10.328528717258235,A,importado,reciclado,reprovado
1.04,499.0,0.93,14.47571728625822,A,local,reciclado,reprovado
0.81,491.8,1.2,1.2046239308014899,A,importado,novo,reprovado
1.16,505.0,1.12,,A,,reciclado,aprovado
1.17,490.3,1.14,13.056810484856937,B,local,reciclado,reprovado
0.88,510.9,1.08,11.0858266621721,C,importado,reciclado,reprovado
0.96,500.2,1.03,14.023933341725275,B,importado,reciclado,reprovado
1.35,483.5,1.09,0.5971483143485884,C,local,novo,reprovado
0.83,505.1,0.93,12.941634138191805,B,local,novo,reprovado
1.14,502.8,1.13,11.876981549323078,B,importado,reciclado,reprovado
1.17,493.5,1.06,12.22558524123559,B,importado,novo,reprovado
1.28,480.4,1.19,8.958940921682261,A,local,reciclado,reprovado
0.83,488.0,1.09,0.7787555268090862,A,local,novo,reprovado
1.21,496.2,0.95,8.086948934262546,C,importado,reciclado,reprovado
0.8,488.0,1.04,6.116267054848005,B,importado,reciclado,reprovado
0.99,503.1,0.92,7.9056262897776755,A,local,novo,
1.15,508.5,1.12,11.104439604320131,B,local,reciclado,reprovado
1.44,514.2,1.05,8.939409517676413,B,local,novo,reprovado
0.89,,1.01,4.388443347889353,C,local,novo,reprovado
0.92,507.6,1.19,8.992610146056323,C,importado,reciclado,reprovado
1.27,504.3,1.18,1.2470766462153655,B,importado,novo,aprovado
1.06,519.4,1.19,0.08048986825979765,B,importado,novo,reprovado
1.24,490.4,0.97,6.022920409388222,B,local,reciclado,aprovado
1.5,490.7,1.12,11.357795416361034,C,importado,reciclado,reprovado
1.49,485.1,1.18,12.339513464832578,C,importado,novo,reprovado
1.05,499.4,1.07,8.24758969961243,A,local,reciclado,reprovado
,483.8,,13.020103294126578,C,local,novo,reprovado
1.43,490.8,1.15,1.8887227584416644,B,local,reciclado,reprovado
0.86,499.3,1.16,14.46158782952611,B,local,reciclado,reprovado
1.12,518.3,1.11,13.826405047617282,C,local,reciclado,reprovado
1.06,,0.99,8.988558757466642,A,importado,reciclado,reprovado
1.01,509.7,0.96,0.8808318605145449,C,local,novo,aprovado
1.5,495.6,1.09,6.8130429421321,C,importado,reciclado,reprovado
1.31,514.6,1.04,2.689094416837295,B,importado,reciclado,reprovado
1.07,515.0,1.1,9.426379026160129,B,local,reciclado,reprovado
1.38,516.4,0.93,2.8494779203541793,A,importado,novo,reprovado
1.14,505.6,0.94,7.226964906361978,B,local,reciclado,aprovado
1.41,488.1,1.01,3.0844039029028503,A,importado,novo,reprovado
0.99,483.6,0.98,2.727676954935281,C,importado,reciclado,reprovado
0.96,516.6,1.09,3.7188536391306326,A,importado,novo,reprovado
0.97,482.2,1.01,,C,,novo,reprovado
1.18,491.8,,10.741723910697983,C,importado,novo,reprovado
1.0,499.5,1.13,4.600895645251046,B,importado,novo,aprovado
0.9,480.9,0.96,10.471620809075704,C,,novo,reprovado
1.5,516.3,1.18,9.802173276515203,C,importado,novo,reprovado
1.43,491.5,1.14,0.9916898793477991,A,importado,reciclado,reprovado
1.24,481.1,1.09,4.680521371850011,B,local,,reprovado
1.42,,1.17,8.502907999621915,B,local,novo,reprovado
1.45,492.5,0.98,13.776017909844125,B,importado,reciclado,reprovado
1.27,515.1,1.03,6.019795656727535,C,importado,novo,reprovado
1.16,498.1,0.93,7.571873178231214,C,importado,novo,aprovado
,506.5,1.04,11.252382052505258,A,importado,reciclado,reprovado
1.2,489.6,1.05,12.049432107230444,B,importado,novo,reprovado
0.89,500.1,1.08,13.850107555301419,B,local,reciclado,reprovado
,490.3,0.92,7.457841560168592,C,importado,reciclado,
,518.0,0.91,2.907568942527981,A,local,reciclado,reprovado
1.45,482.4,1.03,11.466318447015906,C,local,novo,reprovado
,491.0,0.96,1.883628969080549,B,local,novo,aprovado
1.41,515.7,1.13,,C,importado,reciclado,reprovado
1.33,499.2,,9.423195747780255,A,local,novo,reprovado
1.02,504.0,1.0,10.37784279655611,A,importado,reciclado,reprovado
1.3,506.1,0.91,10.995415758238904,C,local,reciclado,reprovado
0.94,482.8,0.95,2.9029858731062816,B,,novo,reprovado
1.09,480.7,1.11,14.72473802058076,C,local,novo,reprovado
1.36,517.5,1.2,2.6762786492844,C,local,reciclado,reprovado
1.23,490.9,1.0,1.4411010788432481,A,,reciclado,aprovado
1.38,495.2,,9.960756028932977,C,importado,novo,reprovado
0.98,507.3,1.16,,A,local,reciclado,reprovado
1.32,489.5,0.91,8.39075574749044,A,importado,novo,reprovado
0.94,509.3,1.17,8.93223651772109,C,local,reciclado,reprovado
1.18,498.3,1.04,8.077271219014785,A,local,reciclado,reprovado
1.1,514.3,,0.6412229113933382,C,importado,reciclado,reprovado
1.19,491.1,1.06,10.219673587400434,B,importado,reciclado,reprovado
0.89,488.2,0.97,5.372986808152099,B,importado,reciclado,reprovado
1.05,513.3,,14.03510692970179,A,importado,reciclado,reprovado
1.27,493.1,0.97,2.8018507132292076,B,local,reciclado,aprovado
,496.5,1.16,4.531736725744209,B,local,novo,aprovado
1.18,511.7,0.95,7.572821233230706,C,local,reciclado,reprovado
1.16,505.4,1.1,7.1603256542851375,C,importado,,aprovado
1.46,497.7,1.02,6.004571125191815,B,local,reciclado,reprovado
1.45,490.0,1.19,4.716044065309323,B,importado,,reprovado
1.05,510.6,0.96,2.2077710489877527,C,local,reciclado,reprovado
1.05,487.2,1.02,12.313828093104085,C,importado,reciclado,reprovado
1.19,517.1,,6.731546809082768,B,local,novo,reprovado
0.87,486.0,1.19,8.594348386485876,A,importado,novo,reprovado
1.01,512.2,0.99,8.19829295453652,C,importado,reciclado,reprovado
0.96,497.0,1.02,8.63233419972306,C,local,novo,reprovado
0.96,487.4,1.04,10.572605577670252,B,,novo,reprovado
1.25,496.1,0.98,9.44071492560356,B,importado,novo,reprovado
1.07,488.9,1.15,4.108543760978468,A,local,reciclado,reprovado
0.92,485.4,0.93,8.305648890489158,C,local,,reprovado
1.42,489.6,1.11,3.667693583114193,B,importado,novo,reprovado
1.41,514.7,1.06,8.832546898622025,B,local,reciclado,reprovado
1.4,484.2,0.97,6.47901930303647,,local,reciclado,reprovado
1.07,518.9,1.05,0.5912756744488618,A,importado,reciclado,reprovado
0.84,480.2,1.15,11.00978531052451,C,local,novo,reprovado
0.87,506.3,1.03,4.119996266054924,B,local,novo,reprovado
,514.3,0.94,13.802915327007254,B,local,novo,reprovado
0.95,517.4,0.91,4.208358624927549,C,local,reciclado,reprovado
1.41,485.8,1.13,14.94934114702757,A,importado,reciclado,
1.49,507.9,1.0,,C,local,reciclado,reprovado
1.37,484.3,1.18,0.39610979383579603,C,importado,reciclado,reprovado
1.31,494.1,1.09,1.1440347275476865,C,,reciclado,reprovado
1.21,509.3,1.03,1.2313202359585333,A,local,reciclado,aprovado
1.34,493.8,1.07,0.8432163151019195,A,importado,reciclado,reprovado
1.46,492.5,1.04,4.016840995058697,B,local,,reprovado
1.22,484.6,1.17,4.8688324372497584,B,local,novo,reprovado
0.91,482.7,1.04,1.66928796150766,C,importado,novo,reprovado
,484.6,0.93,6.571972272020798,B,local,reciclado,reprovado
1.21,515.0,1.08,5.480262325263817,A,local,reciclado,reprovado
1.03,480.4,1.09,9.544859937304478,B,importado,reciclado,reprovado
1.44,507.7,1.13,2.9379683925272055,B,local,reciclado,reprovado
1.23,510.7,1.18,13.7097823532601,A,local,,reprovado
1.27,502.7,1.03,7.739861682116448,B,local,,aprovado
0.8,509.2,1.01,9.355995592242262,A,importado,novo,reprovado
1.15,506.1,1.05,0.5928050760063502,B,,novo,aprovado
1.1,498.2,1.17,8.386330483010276,B,importado,reciclado,reprovado
1.29,495.3,1.19,5.52150306767475,C,importado,reciclado,aprovado
1.07,517.7,1.19,13.862580732229924,B,importado,reciclado,reprovado
1.48,518.9,0.97,13.284649733217847,C,importado,reciclado,reprovado
1.27,506.1,1.05,9.564730500325753,B,importado,reciclado,reprovado
1.26,487.9,,11.517770262086128,C,local,novo,reprovado
1.44,497.9,1.01,9.66889735673914,B,importado,reciclado,reprovado
1.5,499.9,0.91,0.25452167411155413,A,importado,novo,reprovado
0.94,510.3,0.95,10.546898170097514,B,local,reciclado,reprovado
1.37,506.7,1.02,2.6563614576554206,A,local,novo,reprovado
0.91,500.6,1.01,10.238564324553295,A,importado,novo,
1.12,507.2,0.98,0.15760176345256227,,importado,reciclado,aprovado
0.87,481.0,0.97,,A,importado,novo,reprovado
1.24,511.1,1.12,7.753919686112738,A,local,reciclado,reprovado
1.13,488.5,0.99,4.9975590054116745,C,local,novo,reprovado
1.24,506.3,1.11,10.409808780450973,B,importado,novo,reprovado
1.27,484.6,1.01,,B,importado,reciclado,reprovado
1.23,484.6,1.14,14.395010714425279,A,local,novo,reprovado
1.01,481.4,0.95,5.367186352663554,C,importado,novo,reprovado
1.39,516.4,0.95,10.827889973261758,,local,novo,reprovado
1.19,504.2,1.1,12.537624966329888,C,importado,novo,reprovado
1.14,494.5,1.17,3.80426680664213,C,importado,reciclado,aprovado
1.49,511.5,0.94,11.311972136923806,A,importado,reciclado,reprovado
1.0,505.0,0.92,5.8997099997449265,C,local,novo,aprovado
1.17,504.8,1.18,1.9309072744986966,A,local,reciclado,aprovado
1.28,499.5,0.94,0.054706161487700355,,importado,reciclado,aprovado
0.89,480.3,0.98,11.156363289556875,A,importado,reciclado,reprovado
1.05,490.3,1.18,2.793661183176566,B,local,reciclado,aprovado
1.36,484.4,1.14,0.7679045131548828,C,importado,,reprovado
0.97,506.5,1.0,7.458136313094618,A,importado,novo,reprovado
1.15,,1.19,5.200470519441243,B,local,reciclado,reprovado
1.24,,1.07,10.377100567150745,A,importado,novo,reprovado
1.27,494.1,0.92,1.6104644308631282,A,importado,novo,aprovado
1.31,485.7,1.11,1.989797544452962,A,local,novo,reprovado
,518.3,1.06,6.061615624509016,A,local,reciclado,reprovado
1.08,517.3,,7.806122573533784,A,importado,reciclado,reprovado
1.29,483.4,1.2,12.36290878082434,C,local,novo,reprovado
1.31,513.1,,8.784377864024092,B,local,novo,reprovado
1.01,499.5,1.1,13.53896167718973,B,local,novo,reprovado
1.48,510.9,1.04,3.2665175420753805,B,local,novo,reprovado
1.41,486.0,0.98,8.943292739975764,C,local,novo,reprovado
1.0,485.3,1.11,9.828576146888972,A,importado,reciclado,reprovado
1.27,515.6,1.1,10.887075775729809,C,importado,reciclado,reprovado
1.3,515.9,1.16,14.829760473429934,A,local,novo,reprovado
1.1,498.6,1.16,7.020507336181405,C,local,,aprovado
1.4,514.8,1.07,5.539793697943418,B,importado,novo,reprovado
1.28,,1.0,12.783100127307419,C,importado,novo,reprovado
1.26,487.4,1.06,2.651863576279732,A,importado,reciclado,reprovado
0.95,493.2,1.01,0.5554214591965911,B,local,reciclado,reprovado
1.09,485.4,0.98,6.653835802969997,B,importado,reciclado,reprovado
1.1,511.0,1.07,3.7080878180490324,A,importado,novo,reprovado
1.31,519.4,1.1,5.947881018826361,A,local,reciclado,reprovado
1.23,501.9,1.08,14.791249671694812,C,local,reciclado,reprovado
0.86,506.2,1.19,5.227323453288787,A,importado,novo,reprovado
1.02,509.8,0.99,10.619485625900703,A,local,reciclado,reprovado
1.13,489.0,1.01,3.756030146256975,A,local,novo,reprovado
1.32,493.4,1.1,4.5513441564926325,B,local,novo,reprovado
1.32,496.5,1.08,3.6473279019038656,A,importado,novo,reprovado
1.14,503.8,0.9,8.582413053386265,B,importado,reciclado,reprovado
0.88,514.0,0.99,3.3916287929465057,B,importado,novo,reprovado
1.01,,0.98,10.775461539926482,B,importado,novo,reprovado
0.98,498.8,,10.204112978036456,A,importado,novo,reprovado
,510.1,1.16,6.319045139841044,A,importado,reciclado,reprovado
0.93,483.5,0.99,0.3836553155670819,B,local,reciclado,reprovado
1.13,500.5,0.93,0.33976698339552247,C,importado,novo,
1.27,,0.96,7.992102256633998,C,importado,novo,
1.48,501.6,0.95,12.587982428350356,C,importado,reciclado,reprovado
1.5,510.7,0.97,8.983105070639844,A,local,novo,reprovado
1.47,489.5,0.97,6.534756923776114,B,local,novo,reprovado
1.3,514.0,1.04,13.231782502237387,A,importado,reciclado,reprovado
1.32,493.4,1.0,2.9549317354016704,B,local,reciclado,reprovado
1.33,487.6,1.07,5.391366439744555,C,local,novo,
1.4,498.6,1.0,8.4796417780592,A,importado,novo,reprovado
1.47,515.0,1.14,4.375042037225791,C,local,novo,reprovado
1.11,482.8,,14.96568722789972,B,local,novo,reprovado
1.09,493.1,1.02,6.784813754028675,C,importado,,aprovado
1.12,506.1,0.91,0.7758333501172809,B,local,novo,aprovado
1.26,494.3,0.97,2.6412512812863245,A,local,reciclado,aprovado
1.34,482.8,0.93,7.987213024120257,A,importado,novo,reprovado
1.41,,1.0,,C,importado,novo,reprovado
1.12,512.8,1.09,14.762164007920418,A,local,reciclado,reprovado
1.05,518.7,1.06,8.99949627639403,B,local,reciclado,reprovado
1.49,,0.97,9.999409805388263,B,importado,novo,reprovado
0.96,502.8,1.13,3.205841549013027,C,local,novo,reprovado
0.96,484.2,0.94,1.6029732245256756,B,local,reciclado,reprovado
1.3,507.2,0.97,9.030150122221315,A,local,novo,reprovado
0.93,480.3,1.1,12.973199649046553,C,local,reciclado,reprovado
1.08,480.6,0.96,8.810594276853271,C,importado,novo,reprovado
1.0,511.1,1.1,6.6417482727693065,A,importado,reciclado,reprovado
0.92,,1.19,8.673099619824438,A,importado,,reprovado
1.21,492.2,1.15,7.031573677285814,A,local,reciclado,aprovado
1.06,518.3,0.95,2.1282236402297574,C,local,novo,reprovado
1.12,519.4,1.06,11.117766378793524,C,importado,reciclado,reprovado
0.94,486.5,1.03,7.995572451970087,B,local,novo,reprovado
1.34,,1.2,5.9898431408723365,C,,novo,reprovado
1.02,502.4,1.19,8.394577530630094,,importado,reciclado,reprovado
1.04,498.1,0.94,3.618404316800023,B,,novo,aprovado
0.98,517.0,1.17,6.419365732056484,C,local,reciclado,reprovado
1.1,510.2,0.96,9.336678015055922,B,importado,reciclado,reprovado
1.12,510.6,1.0,3.39290360500848,B,,reciclado,reprovado
1.17,,1.01,11.234926269968476,,importado,reciclado,reprovado
1.48,497.4,0.99,7.8151636778487985,A,local,novo,reprovado
1.43,499.5,,12.925600656277737,A,importado,novo,reprovado
1.23,492.0,1.0,12.708548665446298,C,local,novo,reprovado
0.83,483.8,1.15,7.417755655790557,B,local,reciclado,reprovado
,485.1,1.2,2.9319841594827873,A,local,novo,
0.86,487.2,1.15,11.049626799151389,B,importado,novo,reprovado
1.3,488.1,1.0,6.280172035249436,B,importado,reciclado,reprovado
1.07,489.7,1.11,8.919412251787458,A,,reciclado,reprovado
1.39,490.2,1.06,1.6089793526090823,B,local,reciclado,reprovado
1.46,498.2,1.14,9.473759842739884,C,local,,reprovado
1.09,500.4,0.95,5.603257334176865,C,local,reciclado,aprovado
1.12,492.4,1.09,5.012846245777417,C,importado,novo,aprovado
1.21,516.3,1.13,14.698733681667019,C,local,reciclado,reprovado
0.94,502.1,1.13,6.486459641403709,A,local,reciclado,reprovado
1.45,511.5,1.19,10.170575671736014,A,importado,novo,reprovado
1.1,517.0,0.92,9.415913033607616,C,local,,
0.92,486.5,1.0,1.5645532632773644,A,local,novo,reprovado
